Name,Hash,Id,Tag,Rarity,Tier,Type,Source,Category,Element,Ammo,Power,Archetype,Masterwork Type,Masterwork Tier,Owner,Locked,Equipped,Holofoil,Year,Season,Event,Recoil,AA,Impact,Range,Zoom,Blast Radius,Velocity,Persistence,Stability,ROF,Reload,Mag,Handling,Charge Time,Draw Time,Accuracy,Charge Rate,Guard Resistance,Guard Endurance,Swing Speed,Shield Duration,Airborne Effectiveness,Ammo Generation,Heat Generated,Cooling Efficiency,Crafted,Crafted Level,Kill Tracker,Foundry,Loadouts,Notes,Perks 0,Perks 1,Perks 2,Perks 3,Perks 4,Perks 5,Perks 6,Perks 7,Perks 8,Perks 9,Perks 10,Perks 11,Perks 12,Perks 13,Perks 14,Perks 15,Perks 16,Perks 17,Perks 18
Better Devils,4059111041,"""6917530195833885422""",,Legendary,5,Hand Cannon,crucible,KineticSlot,Strand,primary,550,Adaptive Frame,Range,4,Vault,true,false,false,8,28,,100,78,84,56,14,0,0,0,45,140,40,10,55,0,0,0,0,0,0,0,0,10,50,0,0,false,0,19,fotc,00001:Strand,,Adaptive Frame*,Arrowhead Brake*,Chambered Compensator,Accurized Rounds*,Extended Mag,Rapid Hit*,Perpetual Motion,Slice,Kill Clip*,Zen Moment,Hatchling,Roar of Battle*,Nadir Focus,Kill Tracker,Tier 4: Range*,Triumphant Pulse*,,,
Biting Winds,2485400469,"""6917530195692890485""",,Legendary,5,Combat Bow,europa,KineticSlot,Kinetic,primary,540,Precision Frame,Draw Time,3,Vault,false,false,false,8,28,,63,66,76,0,18,0,0,0,51,0,40,0,49,0,690,84,0,0,0,0,0,10,54,0,0,false,0,107,,,,Precision Frame*,High Tension String*,Polymer String,Carbon Arrow Shaft*,Helical Fletching,Rapid Hit*,Bewildering Burst,Killing Wind,Swashbuckler*,Kinetic Tremors,Adagio,Winterized Gear*,Kill Tracker,Tier 3: Draw Time*,Triumphant Pulse*,,,,
Biting Winds,2485400469,"""6917530195724228266""",,Legendary,3,Combat Bow,europa,KineticSlot,Kinetic,primary,540,Precision Frame,Reload Speed,1,Vault,false,false,false,8,28,,63,66,76,0,18,0,0,0,43,0,51,0,64,0,600,63,0,0,0,0,0,10,54,0,0,false,0,0,,,,Precision Frame*,Elastic String*,High Tension String,Compact Arrow Shaft*,Fiberglass Arrow Shaft,Archer's Tempo*,Rapid Hit,Explosive Head*,Desperate Measures,Winterized Gear*,Kill Tracker,Tier 1: Reload Speed*,,,,,,,
Biting Winds,2485400469,"""6917530196152031882""",,Legendary,3,Combat Bow,europa,KineticSlot,Kinetic,primary,540,Precision Frame,Draw Time,1,Vault,false,false,false,8,28,,63,66,76,0,18,0,0,0,48,0,40,0,49,0,663,93,0,0,0,0,0,10,54,0,0,false,0,0,,,,Precision Frame*,Tactile String*,High Tension String,Fiberglass Arrow Shaft*,Helical Fletching,Archer's Tempo*,Killing Wind,Explosive Head*,Swashbuckler,Winterized Gear*,Kill Tracker,Tier 1: Draw Time*,,,,,,,
Bitter End,954563454,"""6917530193587139431""",,Legendary,5,Machine Gun,dungeon,Power,Arc,heavy,441,Balanced Heat Weapon,Cooling Efficiency,1,Vault,false,false,false,8,28,,96,51,25,33,16,0,0,0,94,900,41,0,19,0,0,0,0,0,0,0,0,20,12,8,10,false,0,0,,,,Balanced Heat Weapon*,Chambered Compensator*,Full Bore,Ionized Heatsink*,Tactical Heatsink,Hip-Fire Grip*,Trickle Charge,Delicate Tuning,Jolting Feedback*,One for All,Frenzy,Imperial Allegiance*,Kill Tracker,Tier 1: Cooling Efficiency*,Infamous Bitter End*,Roguish Bolts*,,,
Bitter End,954563454,"""6917530197230005564""",,Legendary,5,Machine Gun,dungeon,Power,Arc,heavy,550,Balanced Heat Weapon,Reload Speed,3,Vault,false,false,false,8,28,,86,51,25,39,16,0,0,0,89,900,44,0,28,0,0,0,0,0,0,0,0,20,12,8,10,false,0,0,,,,Balanced Heat Weapon*,Corkscrew Rifling*,Fluted Barrel,Ionized Heatsink*,Particle Repeater,Eddy Current*,Hip-Fire Grip,Trickle Charge,Jolting Feedback*,Rolling Storm,Offhand Strike,Imperial Allegiance*,Kill Tracker,Tier 3: Vent Speed*,Infamous Bitter End*,Roguish Bolts*,,,
Black Talon,3766045777,"""6917530193846392549""",,Exotic,0,Sword,,Power,Void,heavy,454,Crow's Wings,,,Vault,false,false,false,2,4,,0,0,61,0,0,0,0,0,0,0,0,69,0,0,0,0,65,70,60,40,0,0,0,0,0,false,0,0,,,,Crow's Wings*,Tempered Edge*,Heavy Guard*,Tireless Blade*,Duelist's Trance*,Kill Tracker,Empty Catalyst Socket*,,,,,,,,,,,,
Blasphemer,2527058297,"""6917530197738112374""",,Legendary,4,Shotgun,monumentoftriumph,KineticSlot,Kinetic,special,540,Pinpoint Slug Frame,Stability,1,Vault,false,false,false,8,28,,60,61,70,58,12,0,0,0,63,70,43,6,59,0,0,0,0,0,0,0,0,2,48,0,0,false,0,0,,,,Pinpoint Slug Frame*,Fluted Barrel*,Smallbore,Assault Mag*,Appended Mag,Threat Detector*,Grave Robber,Opening Shot*,Closing Time,Loss*,Kill Tracker,Tier 1: Stability*,,,,,,,
Blast Furnace,52683113,"""6917530193063999551""",,Legendary,5,Pulse Rifle,brave,KineticSlot,Kinetic,primary,549,Aggressive Burst,Handling,10,Vault,true,false,false,8,28,,65,42,35,100,18,0,0,0,75,450,41,36,44,0,0,0,0,0,0,0,0,15,55,0,0,false,0,383,,,,Aggressive Burst*,Corkscrew Rifling*,Hammer-Forged Rifling,Accurized Rounds*,Steady Rounds,Bewildering Burst,Kinetic Tremors*,Firefly,Chaos Reshaped*,Forge's Kin*,Indomitability,Kill Tracker,Stunloader*,Masterworked: Handling*,,,,,
Blast Furnace,52683113,"""6917530193286822821""",,Legendary,3,Pulse Rifle,brave,KineticSlot,Kinetic,primary,501,Aggressive Burst,Handling,10,Vault,true,false,false,8,28,,75,42,35,82,18,0,0,0,82,450,49,56,32,0,0,0,0,0,0,0,0,15,55,0,0,false,0,1295,,"00004:Stasis,Support,Support,Support",,Aggressive Burst*,Chambered Compensator*,Extended Barrel,Tactical Mag*,Flared Magwell,Zen Moment,Kinetic Tremors*,Firefly*,Chaos Reshaped,Forge's Kin*,Indomitability,Kill Tracker,Backup Mag*,Masterworked: Handling*,,,,,
Blast Furnace,52683113,"""6917530193294952608""",,Legendary,3,Pulse Rifle,brave,KineticSlot,Kinetic,primary,416,Aggressive Burst,Range,1,Vault,true,false,false,8,28,,75,42,35,85,18,0,0,0,79,450,36,36,14,0,0,0,0,0,0,0,0,22,55,0,0,false,0,0,,,,Aggressive Burst*,Extended Barrel*,Hammer-Forged Rifling,Extended Mag,Steady Rounds*,Lone Wolf,Kinetic Tremors*,Firefly*,Rampage,Forge's Kin*,Indomitability,Kill Tracker,Tier 1: Range*,,,,,,
Blast Furnace,52683113,"""6917530193296796720""",,Legendary,5,Pulse Rifle,brave,KineticSlot,Kinetic,primary,416,Aggressive Burst,Stability,2,Vault,true,false,false,8,28,,75,42,35,79,18,0,0,0,83,450,47,40,20,0,0,0,0,0,0,0,0,15,55,0,0,false,0,0,,,,Aggressive Burst*,Chambered Compensator*,Polygonal Rifling,Tactical Mag*,Steady Rounds,Zen Moment,Lone Wolf,Kinetic Tremors*,Kill Clip,All-Star,Chaos Reshaped*,Forge's Kin*,Indomitability,Kill Tracker,Tier 2: Stability*,Triumphant Pulse*,,,
Bold Endings,496728945,"""6917530192625452230""",,Legendary,0,Hand Cannon,paleheart,KineticSlot,Stasis,primary,374,Heavy Burst,Stability,4,Vault,true,false,false,7,24,,94,62,92,58,14,0,0,0,41,257,26,20,41,0,0,0,0,0,0,0,0,14,49,0,0,false,0,43,,,,Heavy Burst*,Fluted Barrel*,Hammer-Forged Rifling,Appended Mag*,Steady Rounds,To the Pain*,Dragonfly*,Dealer's Choice*,Kill Tracker,Tier 4: Stability*,,,,,,,,,
Bold Endings,496728945,"""6917530196142341099""",,Legendary,0,Hand Cannon,paleheart,KineticSlot,Stasis,primary,550,Heavy Burst,,,Titan(542),true,true,false,7,24,,100,62,92,68,14,0,0,0,32,257,26,22,16,0,0,0,0,0,0,0,0,14,49,0,0,crafted,1,44,,,,Heavy Burst*,Extended Barrel*,Alloy Magazine*,Attrition Orbs*,Demolitionist*,Dealer's Choice*,Kill Tracker,Backup Mag*,,,,,,,,,,,
Bonechiller,1529367715,"""6917530195690849623""",,Legendary,3,Shotgun,europa,Energy,Void,special,540,Pinpoint Slug Frame,Reload Speed,5,Vault,false,false,false,8,28,,90,61,70,56,12,0,0,0,41,65,47,6,46,0,0,0,0,0,0,0,0,2,40,0,0,false,0,0,,,,Pinpoint Slug Frame*,Arrowhead Brake*,Corkscrew Rifling,Appended Mag*,Steady Rounds,Triple Tap*,Threat Detector,Meganeura*,Precision Instrument,Winterized Gear*,Kill Tracker,Tier 5: Reload Speed*,,,,,,,
Borealis,3141979347,"""6917530194254866645""",,Exotic,0,Sniper Rifle,,Energy,Void,special,487,The Fundamentals,,10,Vault,false,false,false,1,1,,55,75,90,54,45,0,0,0,82,72,45,5,75,0,0,0,0,0,0,0,0,22,55,0,0,false,0,0,,,,The Fundamentals*,Corkscrew Rifling*,Extended Mag*,Ionic Return*,Hand-Laid Stock*,Kill Tracker,,,,,,,,,,,,,
Brass Attacks,1291040554,"""6917530197235424615""",,Legendary,3,Sidearm,battlegrounds,Energy,Void,primary,540,Heavy Burst,Stability,1,Vault,true,false,false,8,28,,100,89,56,41,13,0,0,0,39,325,7,30,46,0,0,0,0,0,0,0,0,22,40,0,0,false,0,0,,,,Heavy Burst*,Arrowhead Brake*,Polygonal Rifling,Extended Mag*,Armor-Piercing Rounds,Repulsor Brace*,Rapid Hit,Destabilizing Rounds*,Dragonfly,Land Tank*,Kill Tracker,Tier 1: Stability*,,,,,,,
Bug-Out Bag,3327901954,"""6917530194324191878""",infuse,Legendary,5,Submachine Gun,gambit,Energy,Void,primary,491,Adaptive Frame,Range,1,Vault,false,false,false,8,28,,98,46,20,50,13,0,0,0,39,900,49,40,38,0,0,0,0,0,0,0,0,12,42,0,0,false,0,0,,,,Adaptive Frame*,Extended Barrel*,Smallbore,Appended Mag*,Ricochet Rounds,Subsistence*,Threat Detector,Feeding Frenzy,Target Lock*,Collective Action,Dynamic Sway Reduction,Gun and Run*,Kill Tracker,Tier 1: Range*,Triumphant Pulse*,,,,
Bug-Out Bag,3327901954,"""6917530194335024818""",infuse,Legendary,5,Submachine Gun,gambit,Energy,Void,primary,494,Adaptive Frame,Reload Speed,4,Vault,false,false,false,8,28,,88,46,20,44,13,0,0,0,45,900,33,41,52,0,0,0,0,0,0,0,0,22,42,0,0,false,0,0,,,,Adaptive Frame*,Corkscrew Rifling*,Fluted Barrel,Extended Mag*,Alloy Magazine,Perpetual Motion*,Feeding Frenzy,Demolitionist,Adrenaline Junkie*,Destabilizing Rounds,Dynamic Sway Reduction,Gun and Run*,Kill Tracker,Tier 4: Reload Speed*,Triumphant Pulse*,,,,
Bug-Out Bag,3327901954,"""6917530194346291620""",infuse,Legendary,5,Submachine Gun,gambit,Energy,Void,primary,497,Adaptive Frame,Reload Speed,2,Vault,false,false,false,8,28,,100,46,20,38,13,0,0,0,39,900,49,36,59,0,0,0,0,0,0,0,0,12,42,0,0,false,0,0,,,,Adaptive Frame*,Arrowhead Brake*,Chambered Compensator,Alloy Magazine*,Appended Mag,Threat Detector*,Repulsor Brace,Feeding Frenzy,Target Lock*,Frenzy,Collective Action,Gun and Run*,Kill Tracker,Tier 2: Reload Speed*,Triumphant Pulse*,,,,
Bug-Out Bag,3327901954,"""6917530194349989135""",keep,Legendary,5,Submachine Gun,gambit,Energy,Void,primary,550,Adaptive Frame,Handling,10,Vault,false,false,false,8,28,,88,46,20,56,13,0,0,0,68,900,52,36,78,0,0,0,0,0,0,0,0,12,42,0,0,false,0,7,,,,Adaptive Frame*,Fluted Barrel*,Smallbore,Extended Mag,Ricochet Rounds*,Repulsor Brace,Attrition Orbs*,Feeding Frenzy,Adrenaline Junkie,Target Lock,Destabilizing Rounds*,Gun and Run*,Kill Tracker,Ballistics*,Masterworked: Handling*,Triumphant Pulse*,,,
Bygones,767170345,"""6917530194328016054""",infuse,Legendary,3,Pulse Rifle,gambit,KineticSlot,Kinetic,primary,479,Adaptive Frame,Range,3,Vault,false,false,false,8,28,,99,61,29,51,17,0,0,0,60,390,46,44,56,0,0,0,0,0,0,0,0,10,60,0,0,false,0,0,,,,Adaptive Frame*,Arrowhead Brake*,Fluted Barrel,Appended Mag*,High-Caliber Rounds,Zen Moment*,Stopping Power,Sword Logic*,Frenzy,Gun and Run*,Kill Tracker,Tier 3: Range*,,,,,,,
Bygones,767170345,"""6917530194328021954""",infuse,Legendary,5,Pulse Rifle,gambit,KineticSlot,Kinetic,primary,493,Adaptive Frame,Stability,1,Vault,false,false,false,8,28,,69,61,29,70,17,0,0,0,52,390,46,38,42,0,0,0,0,0,0,0,0,10,60,0,0,false,0,0,,,,Adaptive Frame*,Full Bore*,Smallbore,Armor-Piercing Rounds*,Ricochet Rounds,Attrition Orbs*,Shoot to Loot,Stopping Power,Headseeker*,Kinetic Tremors,Firefly,Gun and Run*,Kill Tracker,Tier 1: Stability*,Triumphant Pulse*,,,,
Bygones,767170345,"""6917530194338853765""",keep,Legendary,5,Pulse Rifle,gambit,KineticSlot,Kinetic,primary,496,Adaptive Frame,Range,1,Vault,false,false,false,8,28,,99,61,29,56,17,0,0,0,65,390,46,38,58,0,0,0,0,0,0,0,0,10,60,0,0,false,0,0,,,,Adaptive Frame*,Arrowhead Brake*,Extended Barrel,Armor-Piercing Rounds*,Flared Magwell,Zen Moment*,Lone Wolf,Moving Target,Headseeker*,Kinetic Tremors,Firefly,Gun and Run*,Kill Tracker,Tier 1: Range*,Triumphant Pulse*,,,,
Bygones,767170345,"""6917530194349984260""",keep,Legendary,4,Pulse Rifle,gambit,KineticSlot,Kinetic,primary,499,Adaptive Frame,Range,1,Vault,false,false,false,8,28,,69,61,29,64,17,0,0,0,46,390,46,38,42,0,0,0,0,0,0,0,0,10,60,0,0,false,0,0,,,,Adaptive Frame*,Full Bore*,Hammer-Forged Rifling,Alloy Magazine*,Ricochet Rounds,Keep Away*,Moving Target,Kinetic Tremors*,Firefly,Gun and Run*,Kill Tracker,Tier 1: Range*,,,,,,,
Bygones,767170345,"""6917530194353982555""",infuse,Legendary,3,Pulse Rifle,gambit,KineticSlot,Kinetic,primary,489,Adaptive Frame,Handling,2,Vault,false,false,false,8,28,,99,61,29,48,17,0,0,0,60,390,46,44,58,0,0,0,0,0,0,0,0,10,60,0,0,false,0,0,,,,Adaptive Frame*,Arrowhead Brake*,Corkscrew Rifling,Appended Mag*,Ricochet Rounds,Zen Moment*,Stopping Power,Sword Logic*,Frenzy,Gun and Run*,Kill Tracker,Tier 2: Handling*,,,,,,,
Bygones,767170345,"""6917530194353984131""",keep,Legendary,5,Pulse Rifle,gambit,KineticSlot,Kinetic,primary,501,Adaptive Frame,Range,2,Vault,false,false,false,8,28,,69,61,29,50,17,0,0,0,66,390,48,44,62,0,0,0,0,0,0,0,0,10,60,0,0,false,0,0,,,,Adaptive Frame*,Fluted Barrel*,Hammer-Forged Rifling,Appended Mag*,High-Caliber Rounds,Keep Away*,Lone Wolf,Stopping Power,Headseeker*,Kinetic Tremors,All-Star,Gun and Run*,Kill Tracker,Tier 2: Range*,Triumphant Pulse*,,,,
Cerberus+1,1541131350,"""6917530191185802855""",,Exotic,0,Auto Rifle,,KineticSlot,Kinetic,primary,319,Four-Headed Dog,,10,Vault,true,false,false,2,4,,86,60,33,25,16,0,0,0,20,360,35,31,27,0,0,0,0,0,0,0,0,16,59,0,0,false,0,522,,,,Four-Headed Dog*,Rifled Barrel*,Fluted Barrel*,Full Bore*,Spread Shot Package*,Kill Tracker,Cerberus+1 Catalyst*,,,,,,,,,,,,
Chain of Command,1716620044,"""6917530192379389227""",,Legendary,4,Machine Gun,monumentoftriumph,Power,Stasis,heavy,381,Adaptive Frame,Handling,10,Vault,true,false,false,8,28,,74,61,41,59,16,0,0,0,41,450,50,48,70,0,0,0,0,0,0,0,0,10,54,0,0,false,0,175,,,,Adaptive Frame*,Hammer-Forged Rifling*,Polygonal Rifling,Alloy Magazine*,Appended Mag,Adrenaline Junkie*,Osmosis,Demolitionist*,Target Lock,Vanguard Determination*,Wild Card,Kill Tracker,Masterworked: Handling*,,,,,,
Chain of Command,1716620044,"""6917530193025727133""",,Legendary,4,Machine Gun,monumentoftriumph,Power,Stasis,heavy,389,Adaptive Frame,Reload Speed,2,Vault,false,false,false,8,28,,100,61,41,43,16,0,0,0,37,450,32,66,68,0,0,0,0,0,0,0,0,20,54,0,0,false,0,0,,,,Adaptive Frame*,Arrowhead Brake*,Smallbore,Extended Mag*,Alloy Magazine,Adrenaline Junkie*,Under-Over,Killing Tally*,Desperate Measures,Vanguard Determination*,Wild Card,Kill Tracker,Tier 2: Reload Speed*,,,,,,
Chain of Command,1716620044,"""6917530194143483185""",infuse,Legendary,4,Machine Gun,monumentoftriumph,Power,Stasis,heavy,487,Adaptive Frame,Reload Speed,5,Vault,false,false,false,8,28,,74,61,41,56,16,0,0,0,43,450,50,48,61,0,0,0,0,0,0,0,0,10,54,0,0,false,0,0,,,,Adaptive Frame*,Corkscrew Rifling*,Full Bore,High-Caliber Rounds*,Light Mag,Subsistence*,Turnabout,Demolitionist*,Desperate Measures,Vanguard Determination*,Wild Card,Kill Tracker,Tier 5: Reload Speed*,,,,,,
Chattering Bone,830651379,"""6917530198018957446""",,Legendary,5,Pulse Rifle,pantheon,KineticSlot,Kinetic,primary,550,Lightweight Frame,Range,3,Vault,false,false,false,8,28,,67,71,27,59,17,0,0,0,52,450,63,33,61,0,0,0,0,0,0,0,0,10,49,0,0,false,0,0,,,,Lightweight Frame*,Extended Barrel*,Hammer-Forged Rifling,Accurized Rounds*,Tactical Mag,Rapid Hit*,Subsistence,Collective Demolition,Binary Orbit*,Ancillary Ordinance,All-Star,Elliptical Orbit*,Explosive Pact,Kill Tracker,Tier 3: Range*,Triumphant Pulse*,,,
Chattering Bone,830651379,"""6917530198082195385""",,Legendary,5,Pulse Rifle,pantheon,KineticSlot,Kinetic,primary,550,Lightweight Frame,Range,1,Vault,false,false,false,8,28,,57,71,27,34,17,0,0,0,58,450,65,39,86,0,0,0,0,0,0,0,0,10,49,0,0,false,0,0,,,,Lightweight Frame*,Fluted Barrel*,Smallbore,Appended Mag*,Steady Rounds,Kill Clip*,Subsistence,Lead From Light,Kinetic Tremors*,Binary Orbit,Chaos Reshaped,Elliptical Orbit*,Explosive Pact,Kill Tracker,Tier 1: Range*,Triumphant Pulse*,,,
Chattering Bone,830651379,"""6917530198094642045""",,Legendary,5,Pulse Rifle,pantheon,KineticSlot,Kinetic,primary,550,Lightweight Frame,Stability,1,Vault,false,false,false,8,28,,67,71,27,29,17,0,0,0,85,450,63,33,66,0,0,0,0,0,0,0,0,17,49,0,0,false,0,23,,,,Lightweight Frame*,Chambered Compensator*,Fluted Barrel,Steady Rounds*,Flared Magwell,Rapid Hit*,Bewildering Burst,Subsistence,Headseeker*,Binary Orbit,Ancillary Ordinance,Elliptical Orbit*,Explosive Pact,Kill Tracker,Tier 1: Stability*,Triumphant Pulse*,,,
Chivalric Fire,938936806,"""6917530193027843987""",,Legendary,4,Sword,monumentoftriumph,Power,Void,heavy,389,Caster Frame,Impact,1,Vault,false,false,false,8,28,,0,0,58,0,0,0,0,0,0,0,0,74,0,0,0,0,50,82,2,40,0,0,0,0,0,false,0,0,,,,Caster Frame*,Enduring Blade*,Honed Edge,Tempered Edge,Burst Guard*,Heavy Guard,Dimensional Shift*,Tilting at Windmills,Attrition Orbs*,Eager Edge,Vanguard Determination*,Kill Tracker,Tier 1: Impact*,,,,,,
Chivalric Fire,938936806,"""6917530193989946083""",,Legendary,4,Sword,monumentoftriumph,Power,Void,heavy,475,Caster Frame,Impact,1,Vault,false,false,false,8,28,,0,0,60,0,0,0,0,0,0,0,0,71,0,0,0,0,50,41,43,40,0,0,0,0,0,false,0,0,,,,Caster Frame*,Hungry Edge*,Enduring Blade,Tempered Edge,Balanced Guard*,Heavy Guard,Relentless Strikes*,Dimensional Shift,Eager Edge*,Energy Transfer,Vanguard Determination*,Kill Tracker,Tier 1: Impact*,,,,,,
Choir of One,3698448090,"""6917530195199903942""",,Exotic,0,Auto Rifle,exoticquest,Energy,Void,special,550,Command Frame IV,"Stability, Handling, Range, Reload Speed",10,Vault,false,false,false,7,24,,95,61,33,83,20,0,0,0,60,225,46,25,51,0,0,0,0,0,0,0,0,22,15,0,0,crafted,29,783,,,,Command Frame IV*,Fluted Barrel*,Flared Magwell*,Fanatical Lance*,Composite Stock*,Kill Tracker,Destabilizing Rounds Refit*,,,,,,,,,,,,
Chroma Rush,771811871,"""6917530195835928039""",,Legendary,4,Auto Rifle,engram,KineticSlot,Kinetic,primary,550,Rapid-Fire Frame,Reload Speed,1,Vault,false,false,false,8,28,,45,80,18,43,16,0,0,0,62,720,48,51,40,0,0,0,0,0,0,0,0,10,54,0,0,false,0,0,,,,Rapid-Fire Frame*,Corkscrew Rifling*,Smallbore,Accurized Rounds*,Appended Mag,Dynamic Sway Reduction*,Killing Wind,Rampage*,Ancillary Ordinance,Splicer Surge*,Kill Tracker,Tier 1: Reload Speed*,,,,,,,
Chroma Rush,771811871,"""6917530195835931708""",,Legendary,3,Auto Rifle,engram,KineticSlot,Kinetic,primary,540,Rapid-Fire Frame,Reload Speed,3,Vault,false,false,false,8,28,,75,80,18,25,16,0,0,0,56,720,50,57,45,0,0,0,0,0,0,0,0,10,54,0,0,false,0,0,,,,Rapid-Fire Frame*,Arrowhead Brake*,Corkscrew Rifling,Appended Mag*,Alloy Magazine,Subsistence*,Stopping Power,Target Lock*,All-Star,Splicer Surge*,Kill Tracker,Tier 3: Reload Speed*,,,,,,,
Circular Logic,2528793321,"""6917530195560023613""",,Legendary,3,Machine Gun,monumentoftriumph,Power,Strand,heavy,540,Adaptive Frame,Reload Speed,3,Vault,false,false,false,8,28,,80,59,41,45,16,0,0,0,38,450,35,71,63,0,0,0,0,0,0,0,0,21,51,0,0,false,0,0,,,,Adaptive Frame*,Corkscrew Rifling*,Full Bore,Extended Mag*,Ricochet Rounds,Overflow*,Fourth Time's the Charm,Killing Tally*,Mega Kill Clip,Nanotech Tracer Missiles*,Kill Tracker,Tier 3: Reload Speed*,,,,,,,
Coldheart,1345867571,"""6917530193848727982""",,Exotic,0,Trace Rifle,,Energy,Arc,special,411,Cold Fusion,,10,Vault,false,false,false,1,1,,100,100,6,70,16,0,0,0,70,1000,30,101,25,0,0,0,0,0,0,0,0,14,60,0,0,false,0,0,omolon,,,Cold Fusion*,Extended Barrel*,Enhanced Battery*,Longest Winter*,Hand-Laid Stock*,Kill Tracker,,,,,,,,,,,,,
Compact Defender,2819552809,"""6917530194931195089""",keep,Legendary,4,Sidearm,renegades,Energy,Void,primary,516,Dynamic Heat Weapon,Reload Speed,1,Vault,true,false,false,8,28,,99,69,39,22,12,0,0,0,58,360,54,0,61,0,0,0,0,0,0,0,0,19,54,90,115,false,0,0,,,,Dynamic Heat Weapon*,Chambered Compensator*,Full Bore,Accelerated Heatsink*,Tactical Heatsink,Cooling Baubles*,Destabilizing Rounds,Frenzy*,Repulsor Brace,Air-Cooled Core*,Kill Tracker,Tier 1: Vent Speed*,,,,,,,
Compass Rose,4169225313,"""6917530193258525160""",,Legendary,0,Shotgun,events,Energy,Solar,special,397,Precision Frame,Handling,1,Vault,false,false,false,7,24,Solstice,75,73,70,72,12,0,0,0,46,65,58,5,41,0,0,0,0,0,0,0,0,2,45,0,0,false,0,0,nadir,,,Precision Frame*,Corkscrew Rifling*,Light Mag*,Slideshot*,Snapshot Sights*,Dream Work*,Nadir Focus,Kill Tracker,Tier 1: Handling*,,,,,,,,,,
Compass Rose,2723419129,"""6917530194912380313""",,Legendary,5,Shotgun,,Energy,Solar,special,511,Precision Frame,Stability,10,Vault,false,false,false,8,28,,75,73,70,96,12,0,0,0,56,65,53,5,45,0,0,0,0,0,0,0,0,2,45,0,0,false,0,49,,,,Precision Frame*,Smoothbore*,Smallbore,Extended Mag,Accurized Rounds*,Grave Robber*,To the Pain,Slickdraw,Snapshot Sights,Barrel Constrictor,One-Two Punch*,Dream Work*,Nadir Focus,Kill Tracker,Masterworked: Stability*,Triumphant Pulse*,,,
Compass Rose,2723419129,"""6917530196842855498""",,Legendary,5,Shotgun,,Energy,Solar,special,540,Precision Frame,Handling,2,Vault,false,false,false,8,28,,75,73,70,68,12,0,0,0,63,70,48,5,47,0,0,0,0,0,0,0,0,2,45,0,0,false,0,0,,,,Precision Frame*,Corkscrew Rifling*,Full Choke,Assault Mag*,Appended Mag,Grave Robber*,Dual Loader,Threat Detector,Trench Barrel*,Incandescent,Barrel Constrictor,Dream Work*,Nadir Focus,Kill Tracker,Tier 2: Handling*,Triumphant Pulse*,,,
Compass Rose,2723419129,"""6917530196846962532""",,Legendary,5,Shotgun,,Energy,Solar,special,540,Precision Frame,Range,2,Vault,false,false,false,8,28,,75,73,70,75,12,0,0,0,57,70,48,5,26,0,0,0,0,0,0,0,0,2,45,0,0,false,0,0,,,,Precision Frame*,Rifled Barrel*,Smallbore,Assault Mag*,Tactical Mag,Grave Robber*,Slickdraw,Slideshot,Trench Barrel*,Vorpal Weapon,One-Two Punch,Dream Work*,Nadir Focus,Kill Tracker,Tier 2: Range*,Triumphant Pulse*,,,
Compass Rose,2723419129,"""6917530196846965326""",,Legendary,5,Shotgun,,Energy,Solar,special,540,Precision Frame,Reload Speed,10,Vault,true,false,false,8,28,,75,73,70,84,12,0,0,0,62,70,63,5,45,0,0,0,0,0,0,0,0,2,57,0,0,false,0,20,,,,Precision Frame*,Smoothbore*,Barrel Shroud,Assault Mag*,Accurized Rounds,Grave Robber*,Slickdraw,Threat Remover,Trench Barrel*,Incandescent,Opening Shot,Dream Work*,Nadir Focus,Kill Tracker,Abundant Ammo*,Masterworked: Reload Speed*,Triumphant Pulse*,,
Conspiracy Honed,4062069077,"""6917530193631342834""",,Legendary,3,Sniper Rifle,dungeon,KineticSlot,Stasis,special,445,Dynamic Heat Weapon,Range,1,Vault,false,false,false,8,28,,88,78,58,38,40,0,0,0,36,140,77,0,80,0,0,0,0,0,0,0,0,4,43,560,365,false,0,0,,,,Dynamic Heat Weapon*,Arrowhead Brake*,Full Bore,Accelerated Heatsink*,Ionized Heatsink,Cooling Baubles*,Enlightened Action,Bait and Switch*,Box Breathing,Imperial Allegiance*,Kill Tracker,Tier 1: Range*,,,,,,,
Conspiracy Honed,4062069077,"""6917530193651455591""",,Legendary,5,Sniper Rifle,dungeon,KineticSlot,Stasis,special,447,Dynamic Heat Weapon,Range,10,Vault,false,false,false,8,28,,88,78,64,62,40,0,0,0,46,140,82,0,89,0,0,0,0,0,0,0,0,4,43,560,260,false,0,0,,,,Dynamic Heat Weapon*,Arrowhead Brake*,Corkscrew Rifling,Overclocked Heatsink*,Particle Repeater,Delicate Tuning,Vorpal Weapon*,Thermal Atomization,Firing Line*,Imperial Allegiance*,Kill Tracker,Enhanced Range*,Masterworked: Range*,,,,,,
Convened Recurve,3667861447,"""6917530194012842856""",,Legendary,4,Combat Bow,monumentoftriumph,Energy,Void,primary,475,High-Impact Longbow,Accuracy,3,Vault,true,false,false,8,28,,60,43,92,0,18,0,0,0,35,0,30,0,55,0,800,61,0,0,0,0,0,17,41,0,0,false,0,0,,,,High-Impact Longbow*,Agile Bowstring*,Flexible String,Fiberglass Arrow Shaft*,Natural Fletching,Successful Warm-Up*,Moving Target,Destabilizing Rounds*,Butterfly,Vanguard Determination*,Kill Tracker,Tier 3: Target Acquisition*,,,,,,,
